Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
966,other,Request to set up a social media account for library updates.,2024-01-06,390073559,closed
967,books,Seeking the complete works of Shakespeare for the drama department.,2024-03-17,259978567,closed
968,maintenance,Seeking to replace the broken chairs in the community room.,2024-02-14,390629145,in progress
969,maintenance,Request to clean the clogged gutters around the building.,2024-04-22,211950654,in progress
970,room,Seeking to book the interview room for a job recruitment session.,2024-03-18,272834128,in progress
971,maintenance,Seeking to address the water leak in the basement storage area.,2024-06-25,306192741,waiting
972,books,Need to replace the worn-out copy of 'To Kill a Mockingbird'.,2024-05-07,381073709,waiting
973,maintenance,Looking to fix the squeaky door in the children's section.,2024-04-15,219037645,done
974,other,Looking to establish a library-hosted documentary film club.,2024-04-26,230250847,done
975,maintenance,Need to repair the damaged chair in the staff office.,2024-06-03,238861546,closed
976,other,Looking to establish a library chess club.,2024-05-13,343990297,waiting
977,books,Requesting 'The Joy of Cooking' for the culinary arts section.,2024-08-24,342088705,waiting
978,maintenance,Request to replace the flickering lights in the computer lab.,2024-10-27,272950205,done
979,other,Need assistance with planning a literacy festival.,2024-03-18,227721123,closed
980,other,Requesting support for a library-hosted career fair.,2024-03-23,208071456,closed
981,books,Requesting 'The Wright Brothers' by David McCullough for the biography section.,2024-06-21,211343306,closed
982,maintenance,Looking to fix the electrical issues in the staff office.,2024-03-24,272539917,in progress
983,room,Request to book the pop-up space for a temporary exhibit.,2024-08-17,303663751,closed
984,room,Requesting the use of the audio-visual room for a documentary screening.,2024-02-16,273389718,closed
985,other,Need assistance with planning a literacy festival.,2024-05-22,213140700,closed
986,other,Requesting support for a library music program.,2024-04-02,304975725,in progress
987,maintenance,Seeking to replace the broken magnifying glass in the reading room.,2024-03-08,320635840,in progress
988,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-05-21,275973766,in progress
989,books,Seeking to obtain 'The Art of War' by Sun Tzu for the strategy section.,2024-06-17,336757406,waiting
990,books,Requesting 'The Wright Brothers' by David McCullough for the biography section.,2024-07-20,295603989,done
991,maintenance,Requesting maintenance for the malfunctioning computer terminals.,2024-02-17,220538110,waiting
992,maintenance,Need to repair the damaged display case in the main hall.,2024-04-09,244258489,in progress
993,room,Request to book the basement area for a science fair.,2024-08-15,334260312,waiting
994,other,Request to organize a book donation drive in the library.,2024-07-03,265346940,in progress
995,other,Need to plan a library-hosted tech fair.,2024-10-22,390073559,waiting
996,books,Request for 'Medical Microbiology' for the health sciences collection.,2024-10-15,273385716,waiting
997,other,Requesting help with the library's participation in the community parade.,2024-07-15,277425112,closed
998,maintenance,Looking to fix the electrical issues in the staff office.,2024-08-03,296485899,in progress
999,books,Requesting 'The Book Thief' by Markus Zusak for the historical fiction section.,2024-10-18,331803783,in progress
1000,other,Need assistance with setting up a digital library catalog.,2024-04-11,334240645,closed
1001,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-07-07,238861546,closed
1002,other,Request to collaborate with local artists for a mural project.,2024-01-05,369388905,waiting
1003,books,Looking to acquire 'Deep Learning' by Ian Goodfellow for the AI research group.,2024-10-26,390629145,closed
1004,room,Request to use the collaboration room for a team-building exercise.,2024-05-22,200531127,waiting
1005,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-05-01,392214409,in progress
1006,maintenance,Seeking maintenance for the HVAC system in the conference hall.,2024-06-12,230250847,waiting
1007,room,Need a brainstorming room for a startup innovation meeting.,2024-10-15,390629145,done
1008,books,Seeking 'The Catcher in the Rye' for the modern classics section.,2024-07-21,397795675,done
1009,maintenance,Request to clean the spilled ink stain on the carpet.,2024-01-28,215773110,done
1010,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-06-01,265299792,waiting
1011,room,Seeking to reserve the music studio for a podcast recording.,2024-02-03,312000334,waiting
1012,books,Looking to replace the missing copy of 'Wuthering Heights' by Emily Brontë.,2024-06-10,318080587,waiting
1013,room,Seeking to book the main library hall for a fundraising gala.,2024-10-08,283555837,in progress
1014,room,Request to book the pop-up space for a temporary exhibit.,2024-02-09,228565115,waiting
1015,maintenance,Requesting maintenance for the malfunctioning elevator.,2024-02-20,257019273,in progress
1016,room,Seeking to book the multimedia room for a film screening event.,2024-10-24,369388905,in progress
1017,room,Seeking to reserve the innovation hub for a technology expo.,2024-07-13,336625082,done
1018,room,Looking to reserve the training room for a professional development workshop.,2024-02-22,327109013,closed
1019,other,Seeking to establish a library-sponsored book club.,2024-09-17,388284168,waiting
1020,books,Requesting 'Outliers' by Malcolm Gladwell for the sociology section.,2024-09-30,282648716,done
1021,room,Request to use the collaboration room for a team-building exercise.,2024-03-23,251020210,in progress
1022,other,Requesting help to digitize historical documents in the archive.,2024-10-15,395540990,waiting
1023,other,Requesting support for a library music program.,2024-07-13,371638669,closed
1024,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-05-07,368812814,in progress
1025,books,Seeking 'Atomic Habits' by James Clear for the self-improvement section.,2024-08-30,208071456,closed
1026,other,Seeking to develop a library resource guide for educators.,2024-02-01,240447144,waiting
1027,maintenance,Request to clean the dirt buildup on the windowsills.,2024-10-05,354443129,done
1028,other,Requesting help with the library's participation in the community parade.,2024-01-12,328470141,waiting
1029,other,Request to host a local author's book signing event.,2024-04-19,261486492,in progress
1030,other,Request to host a local author's book signing event.,2024-08-05,332663491,closed
1031,room,Seeking to reserve the tech room for a 3D printing workshop.,2024-09-14,239678220,done
1032,room,Requesting the use of the reception area for a welcoming ceremony.,2024-04-02,376632691,closed
1033,books,Looking for 'The Brief Wondrous Life of Oscar Wao' by Junot Díaz.,2024-07-25,326423001,waiting
1034,books,Request to replace the worn-out copy of 'Jane Eyre' by Charlotte Brontë.,2024-01-01,213253230,waiting
1035,room,Request to use the digital innovation lab for a coding bootcamp.,2024-05-20,332663491,in progress
1036,maintenance,Seeking to replace the broken mailbox at the front entrance.,2024-01-21,259978567,done
1037,other,Request to host a community board game night in the library.,2024-05-22,311782056,waiting
1038,other,Seeking to establish a technology training center in the library.,2024-10-10,288738578,closed
1039,other,Looking to establish a library-hosted meditation class.,2024-07-10,211343306,closed
1040,maintenance,Request to repair the damaged carpet in the seminar room.,2024-08-18,293532545,in progress
1041,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-09-04,227864667,closed
1042,other,Request to start a library-hosted trivia night.,2024-04-24,314052127,waiting
1043,books,Need additional copies of 'The Great Gatsby' for the upcoming literature class.,2024-05-20,318314655,closed
1044,other,Seeking to establish a library coding club for kids.,2024-01-23,275888410,closed
1045,other,Seeking to develop an online portal for accessing e-books.,2024-03-30,334800141,in progress
1046,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-03-06,243247319,done
1047,room,Request to book the dance studio for a dance rehearsal in the evening.,2024-01-31,328470141,in progress
1048,room,Requesting the use of the top floor conference room for a strategy meeting.,2024-07-24,332284330,done
1049,other,Requesting support for a library-hosted community theater program.,2024-05-30,352058077,closed
1050,other,Looking to establish a library chess club.,2024-06-03,253940100,in progress
1051,room,Looking to reserve the lecture theater for a public speaking workshop.,2024-06-04,206694648,closed
1052,other,Looking to establish a library chess club.,2024-10-27,257019273,done
1053,maintenance,Seeking to replace the broken glass in the main entrance door.,2024-02-02,282181411,closed
1054,room,Requesting the use of the digital media room for a photography editing workshop.,2024-03-10,365874072,waiting
1055,other,Request to start a monthly community newsletter.,2024-05-06,286218151,waiting
1056,books,Need to replace the worn-out copy of 'To Kill a Mockingbird'.,2024-08-01,271395493,done
1057,books,Requesting 'Good to Great' by Jim Collins for the management section.,2024-04-01,208001834,waiting
1058,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-08-28,318471364,in progress
1059,maintenance,Request to clean the water stains on the walls in the basement.,2024-10-11,386152789,done
1060,room,Seeking to reserve the tech room for a 3D printing workshop.,2024-08-22,250628864,in progress
1061,other,Looking to host a cultural exchange program.,2024-08-20,323508291,done
1062,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-01-02,301317277,done
1063,maintenance,Requesting maintenance for the malfunctioning fire alarm system.,2024-05-27,210316964,closed
1064,other,Need to set up a library card registration booth at the local fair.,2024-04-08,205161656,in progress
1065,room,Need the music practice room for a vocal training session.,2024-08-23,298319781,done
1066,room,Need a small meeting room for a one-on-one tutoring session.,2024-06-04,265590430,in progress
1067,room,Looking to reserve the language lab for a foreign language workshop.,2024-03-31,312620313,waiting
1068,maintenance,Looking to fix the water-damaged wall in the reading room.,2024-04-06,362936221,in progress
1069,room,Need the children's activity room for a storytelling session.,2024-04-23,338387525,done
1070,room,Need a brainstorming room for a startup innovation meeting.,2024-10-22,275973766,in progress
1071,books,Request for 'The Power of Habit' by Charles Duhigg for the self-help section.,2024-07-18,338387525,done
1072,books,Request to purchase the latest edition of 'Advanced Quantum Mechanics'.,2024-07-25,202316642,waiting
1073,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-08-10,304975725,in progress
1074,room,Requesting the use of the digital media room for a photography editing workshop.,2024-05-16,387683428,done
1075,other,Need to conduct a survey on library services and patron satisfaction.,2024-11-11,330470618,waiting
1076,room,Looking to reserve the lecture theater for a public speaking workshop.,2024-04-19,254629025,waiting
1077,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-08-16,202809745,closed
1078,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-07-24,230356354,waiting
1079,books,Need a new edition of 'On the Origin of Species' by Charles Darwin.,2024-10-23,345879134,done
1080,books,Need a new edition of 'Linear Algebra and Its Applications' by Gilbert Strang.,2024-04-01,380543645,done
1081,books,Need to purchase 'Astrophysics for People in a Hurry' by Neil deGrasse Tyson.,2024-10-28,280326901,closed
1082,room,Looking to reserve the lecture theater for a public speaking workshop.,2024-01-12,266146166,closed
1083,other,Need to plan a holiday-themed reading event.,2024-09-11,324849645,in progress
1084,maintenance,Looking to fix the squeaky door in the children's section.,2024-08-08,248942815,waiting
1085,room,Seeking to book the large meeting room for a city council meeting.,2024-10-11,200660389,done
1086,books,Request to acquire 'The Elements of Statistical Learning' for the statistics section.,2024-05-30,366132926,in progress
1087,room,Request to use the debate room for a high school debate tournament.,2024-06-02,282902311,done
1088,maintenance,Request to clean the clogged gutters around the building.,2024-08-13,375013737,waiting
1089,other,Requesting support for a library-hosted community theater program.,2024-05-16,251020210,in progress
1090,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-10-14,276990058,in progress
1091,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-09-11,362936221,waiting
1092,room,Request to book the pop-up space for a temporary exhibit.,2024-09-29,246512818,in progress
1093,maintenance,Request to repair the cracked floor tiles in the main hallway.,2024-03-31,261486492,closed
1094,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-03-18,242484194,closed
1095,books,Request to replace the worn-out copy of 'Jane Eyre' by Charlotte Brontë.,2024-05-23,322215724,waiting
1096,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-07-18,355947888,in progress
1097,maintenance,Request to clean the clogged gutters around the building.,2024-02-11,250628864,waiting
1098,books,Seeking 'The Shining' by Stephen King for the horror section.,2024-07-13,329193346,done
1099,books,Request to add 'Blink' by Malcolm Gladwell to the psychology section.,2024-03-15,239678220,in progress
1100,other,Seeking to launch a digital literacy campaign for seniors.,2024-06-19,261844724,in progress
1101,other,Request to develop a summer reading challenge for kids.,2024-06-11,293532545,done
1102,books,Seeking 'Fahrenheit 451' by Ray Bradbury for the science fiction section.,2024-09-16,346312267,in progress
1103,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-03-03,319475554,closed
1104,other,Request to organize a children's summer reading program.,2024-04-18,374876282,done
1105,room,Request to book the lounge area for a casual meet-and-greet event.,2024-01-30,226642718,closed
1106,room,Request to use the exhibition hall for an art display next weekend.,2024-11-10,277425112,closed
1107,books,Need additional copies of '1984' by George Orwell for the literature class.,2024-08-29,261189112,closed
1108,maintenance,Requesting maintenance for the faulty doorbell in the staff entrance.,2024-02-02,354443129,closed
1109,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-07-31,320635840,waiting
1110,room,Seeking to reserve the innovation hub for a technology expo.,2024-06-01,234523116,closed
1111,room,Requesting the use of the craft room for an arts and crafts workshop.,2024-03-14,250544251,closed
1112,books,Seeking 'The Innovator's Dilemma' by Clayton Christensen for the business section.,2024-05-15,227864667,in progress
1113,other,Seeking to develop a library resource guide for educators.,2024-02-07,201226883,in progress
1114,other,Request to start a library-hosted photography workshop.,2024-02-16,205997588,in progress
1115,other,Looking to coordinate with local schools for library tours.,2024-04-10,229656459,waiting
1116,room,Need a room for a mindfulness meditation group.,2024-02-03,336757406,done
1117,other,Request to start a library-hosted photography workshop.,2024-08-06,352080659,done
1118,other,Requesting help with setting up a library-run bookshop.,2024-04-01,205161656,done
1119,maintenance,Seeking to replace the worn-out cushions in the reading room.,2024-08-11,243991932,closed
1120,books,Seeking 'Fahrenheit 451' by Ray Bradbury for the science fiction section.,2024-03-08,344036579,in progress
1121,maintenance,Request to clean the dust from the top shelves in the stacks.,2024-11-11,385091780,in progress
1122,room,Request to reserve the main conference room for a staff meeting on Friday.,2024-06-30,215773110,done
1123,other,Seeking to establish a library-sponsored book club.,2024-09-09,390629145,in progress
1124,room,Looking to reserve the small auditorium for an indie film festival.,2024-03-13,374362754,in progress
1125,room,Looking to reserve the tech innovation space for an app development workshop.,2024-03-13,250544251,done
1126,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-02-01,287396774,in progress
1127,other,Looking to organize a wellness program for patrons.,2024-03-21,387341787,done
1128,room,Need a study room for a group project discussion from 2 PM to 4 PM.,2024-05-07,370320665,in progress
1129,other,Requesting support for a library photography contest.,2024-03-29,272539917,closed
1130,books,Need the latest release of 'Modern Physics' for the physics department.,2024-09-22,356226035,in progress
1131,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-07-16,238756902,done
1132,maintenance,Seeking to replace the broken stapler in the copy room.,2024-01-08,291563328,waiting
1133,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-03-26,363189945,closed
1134,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-01-31,288738578,done
1135,books,Need additional copies of 'Pride and Prejudice' by Jane Austen.,2024-06-26,269026035,closed
1136,maintenance,Seeking to replace the worn-out furniture in the quiet study room.,2024-05-17,395176308,waiting
1137,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-03-26,275888410,waiting
1138,books,Requesting 'Outliers' by Malcolm Gladwell for the sociology section.,2024-10-25,369388905,waiting
1139,room,Looking to reserve the outdoor patio for a summer reading session.,2024-07-05,319608246,in progress
1140,room,Seeking to reserve the fitness room for a wellness program.,2024-06-09,381043645,closed
1141,books,Seeking 'The Wealth of Nations' by Adam Smith for the economics section.,2024-01-23,365825033,closed
1142,room,Seeking to book the multimedia room for a film screening event.,2024-09-21,380214148,in progress
1143,maintenance,Request to fix the leaky faucet in the main restroom.,2024-05-02,250985413,closed
1144,maintenance,Requesting maintenance for the malfunctioning elevator.,2024-02-29,202510681,waiting
1145,room,Need a room for an environmental sustainability seminar.,2024-02-29,382998003,done
1146,room,Looking to reserve the makerspace for a STEM education event.,2024-10-23,275518793,closed
1147,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-05-25,261486492,done
1148,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-03-04,378822233,waiting
1149,other,Requesting help with setting up a library-run bookshop.,2024-03-10,369388905,in progress
1150,books,Seeking the complete works of Shakespeare for the drama department.,2024-03-27,331803783,waiting
1151,room,Looking to reserve the photography room for a portrait session.,2024-07-26,220538110,waiting
1152,maintenance,Need to fix the leaking roof in the library cafe.,2024-07-02,270164833,done
1153,maintenance,Request to clean the clogged gutters around the building.,2024-07-25,246512818,done
1154,room,Seeking to reserve the book repair room for a restoration workshop.,2024-06-15,261486492,in progress
1155,room,Request to use the digital innovation lab for a coding bootcamp.,2024-08-27,275888410,waiting
1156,maintenance,Request to clean the dust buildup in the air vents.,2024-03-18,358617868,in progress
1157,books,Request to acquire 'The Elements of Statistical Learning' for the statistics section.,2024-04-08,200851160,waiting
1158,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-07-19,359518008,closed
1159,other,Seeking to arrange a workshop on information literacy.,2024-01-07,329554125,waiting
1160,maintenance,Seeking to replace the worn-out doormat at the entrance.,2024-01-18,253139539,waiting
1161,books,Need the latest release of 'Modern Physics' for the physics department.,2024-07-28,203821541,waiting
1162,maintenance,Requesting maintenance for the malfunctioning printer in the computer lab.,2024-05-12,306192741,closed
1163,maintenance,Need to repair the broken window in the reading room.,2024-10-02,306829821,waiting
1164,other,Request to develop a summer reading challenge for kids.,2024-03-17,304375306,waiting
1165,room,Seeking to reserve the auditorium for a keynote speech at the annual conference.,2024-04-10,355302167,waiting
1166,other,Looking to establish a library advisory board.,2024-01-05,298319781,in progress
1167,room,Seeking to reserve the quiet carrel for individual research.,2024-05-09,334800141,closed
1168,other,Request to set up a social media account for library updates.,2024-09-17,253139539,waiting
1169,room,Seeking to book the interview room for a job recruitment session.,2024-09-05,242484194,waiting
1170,maintenance,Need to repair the damaged electrical outlet in the seminar room.,2024-09-12,219845013,closed
1171,maintenance,Request to clean the clogged gutters around the building.,2024-07-14,329529051,waiting
1172,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-07-22,236476230,closed
1173,books,Request for 'The Lord of the Rings' trilogy for the fantasy section.,2024-05-03,344036579,in progress
1174,maintenance,Need to repair the damaged fire escape ladder.,2024-10-26,224518241,in progress
1175,other,Need assistance with setting up a library-hosted open mic night.,2024-08-09,382998003,in progress
1176,room,Seeking to reserve the tech room for a 3D printing workshop.,2024-05-21,370173353,closed
1177,books,Request to add 'The Handmaid's Tale' by Margaret Atwood to the dystopian fiction section.,2024-08-28,313313090,closed
1178,room,Request to use the debate room for a high school debate tournament.,2024-11-03,284819760,in progress
1179,other,Need to plan a library-hosted language exchange program.,2024-02-02,236476230,waiting
1180,room,Request to use the theater for a classic film series screening.,2024-08-05,329222087,in progress
1181,room,Request to book the pop-up space for a temporary exhibit.,2024-07-03,261844724,in progress
1182,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-10-18,272539917,waiting
1183,other,Seeking to develop a library resource guide for job seekers.,2024-03-18,309168086,waiting
1184,books,Seeking 'The Complete Guide to Self-Publishing' for the author resources section.,2024-09-23,370320665,waiting
1185,maintenance,Need to repaint the walls in the group study area.,2024-01-10,281471201,waiting
1186,maintenance,Looking to fix the drafty windows in the conference hall.,2024-03-27,326110640,done
1187,maintenance,Looking to fix the loose bricks in the garden path.,2024-08-26,361196652,closed
1188,other,Need to plan a library-hosted art workshop series.,2024-05-08,262603137,waiting
1189,books,Need to purchase 'Grit: The Power of Passion and Perseverance' for the psychology section.,2024-06-30,209926450,waiting
1190,other,Looking to develop a library outreach program for underserved communities.,2024-07-16,284819760,done
1191,room,Requesting the use of the audio-visual room for a documentary screening.,2024-11-07,229568209,in progress
1192,other,Looking to organize a library-hosted knitting club.,2024-02-27,343990297,closed
1193,maintenance,Seeking to replace the broken clock in the seminar hall.,2024-01-21,207094053,waiting
1194,room,Request to use the art studio for a painting class.,2024-05-06,259928216,done
1195,maintenance,Request to clean the spilled ink stain on the carpet.,2024-06-18,284819760,closed
1196,books,Seeking 'The Hobbit' by J.R.R. Tolkien for the fantasy section.,2024-10-22,368864328,closed
1197,maintenance,Seeking to replace the stained carpet in the children's area.,2024-10-25,372004424,waiting
1198,room,Looking to reserve the creative corner for a DIY crafts session.,2024-04-13,334260312,in progress
1199,books,Need a new edition of 'On the Origin of Species' by Charles Darwin.,2024-03-07,208001834,in progress
1200,room,Request to use the digital innovation lab for a coding bootcamp.,2024-08-24,342406105,waiting
1201,room,Requesting the use of the seminar hall for a local author's talk.,2024-03-07,344036579,done
1202,room,Need a classroom for an after-school tutoring program.,2024-08-12,269548038,done
1203,maintenance,Requesting maintenance for the malfunctioning fire alarm system.,2024-08-11,259928216,in progress
1204,other,Seeking to develop a library volunteer recognition program.,2024-05-13,200531127,closed
1205,maintenance,Request to clean the clogged gutters around the building.,2024-04-28,316346196,done
1206,other,Looking to establish a library-hosted meditation class.,2024-03-25,301452777,waiting
1207,room,Looking to reserve the garden area for an outdoor yoga class.,2024-11-07,230356354,closed
1208,other,Requesting help to digitize historical documents in the archive.,2024-01-07,253139539,in progress
1209,books,Seeking 'The Shining' by Stephen King for the horror section.,2024-08-06,343291431,in progress
1210,books,Looking to acquire 'Deep Learning' by Ian Goodfellow for the AI research group.,2024-05-11,265346940,closed
1211,books,Requesting a replacement for the damaged 'Introduction to Python Programming' book.,2024-07-01,240447144,closed
1212,room,Seeking to book the main library hall for a fundraising gala.,2024-01-24,263834384,waiting
1213,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-06-22,344036579,waiting
1214,books,Requesting 'The Power of Now' by Eckhart Tolle for the self-help section.,2024-03-25,224880237,closed
1215,room,Seeking to book the community room for a local charity event.,2024-06-20,398637793,done
1216,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-04-18,387729908,done
1217,maintenance,Seeking to replace the worn-out cushions in the reading room.,2024-11-08,312620313,waiting
1218,other,Need assistance with setting up a library-hosted open mic night.,2024-06-01,284819760,closed
1219,other,Seeking to develop a library resource guide for job seekers.,2024-05-21,367901899,in progress
1220,maintenance,Request to clean the stains on the ceiling in the reading room.,2024-05-10,287396774,closed
1221,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-01-28,394518286,waiting
1222,maintenance,Need to repair the damaged display case in the main hall.,2024-05-08,202510681,closed
1223,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-01-26,266543669,waiting
1224,books,Looking for 'The Subtle Art of Not Giving a F*ck' by Mark Manson.,2024-01-06,386152789,done
1225,room,Need a presentation room for a health and wellness seminar.,2024-06-24,309168086,in progress
1226,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-06-13,326674793,waiting
1227,books,Seeking 'The Immortal Life of Henrietta Lacks' for the medical history section.,2024-04-14,368812814,closed
1228,books,Need additional copies of 'Pride and Prejudice' by Jane Austen.,2024-10-03,208001834,done
1229,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-07-29,329222087,done
1230,room,Seeking to book the library cafe for a book launch event.,2024-10-21,270268295,done
1231,books,Need to purchase 'Introduction to Environmental Science' for the environmental studies section.,2024-07-26,377031109,done
1232,other,Need assistance with planning a literacy festival.,2024-08-07,256757899,done
1233,other,Need to plan a library-hosted tech fair.,2024-11-05,250628864,in progress
1234,books,Need a new edition of 'Linear Algebra and Its Applications' by Gilbert Strang.,2024-05-05,365825033,in progress
1235,books,Looking to add 'Understanding Human Behavior' for the psychology section.,2024-05-13,259928216,closed
1236,books,Looking to replace 'The Odyssey' by Homer in the classical literature section.,2024-02-13,246392112,in progress
1237,other,Request to start a monthly film screening series in the library.,2024-01-05,202738597,done
1238,other,Request to organize a quarterly library clean-up day.,2024-08-15,208071456,in progress
1239,books,Looking for 'The Brief Wondrous Life of Oscar Wao' by Junot Díaz.,2024-02-09,250628864,done
1240,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-09-14,264368390,closed
1241,other,Need to set up a makerspace for STEM activities.,2024-06-25,261189112,waiting
1242,maintenance,Requesting maintenance for the faulty thermostat in the staff lounge.,2024-05-17,280739152,waiting
1243,room,Looking to reserve the reading loft for a cozy book club meeting.,2024-10-14,370173353,closed
1244,other,Need to conduct a survey on library services and patron satisfaction.,2024-11-10,344036579,closed
1245,other,Need to plan a library-hosted art workshop series.,2024-02-12,288738578,waiting
1246,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-04-18,321425431,waiting
1247,other,Requesting support for a library-hosted community theater program.,2024-03-23,340236173,done
1248,other,Need to plan a library-hosted art workshop series.,2024-04-08,340115104,in progress
1249,room,Request to reserve the rooftop terrace for a stargazing night.,2024-10-16,272539917,done
1250,books,Seeking 'Atomic Habits' by James Clear for the self-improvement section.,2024-03-27,343899472,done
1251,maintenance,Seeking to replace the broken stapler in the copy room.,2024-06-28,245463468,waiting
1252,maintenance,Need to unclog the sink in the staff kitchen.,2024-07-27,332859123,done
1253,other,Requesting support for a library photography contest.,2024-04-11,339411357,waiting
1254,books,Request to add 'Blink' by Malcolm Gladwell to the psychology section.,2024-01-13,272134974,waiting
1255,books,Requesting 'Good to Great' by Jim Collins for the management section.,2024-07-07,380543645,in progress
1256,other,Seeking to develop a library volunteer recognition program.,2024-07-29,260056007,waiting
1257,books,Looking to replace the damaged copy of 'The Scarlet Letter' by Nathaniel Hawthorne.,2024-02-25,250628864,done
1258,maintenance,Looking to fix the loose cabinet door in the staff kitchen.,2024-08-23,287955504,in progress
1259,other,Need to set up a library mentorship program.,2024-06-23,356226035,closed
1260,other,Seeking to establish a library coding club for kids.,2024-05-06,327972550,in progress
1261,room,Request to book the lounge area for a casual meet-and-greet event.,2024-09-07,253139539,closed
1262,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-11-04,311782056,done
1263,other,Request to organize a children's summer reading program.,2024-03-24,261189112,done
1264,other,Requesting help with planning a library-hosted science lecture series.,2024-04-11,318080587,waiting
1265,books,Seeking 'Atomic Habits' by James Clear for the self-improvement section.,2024-11-07,264368390,waiting
1266,books,Seeking 'The Art of Computer Programming' by Donald Knuth for the algorithms section.,2024-10-12,206694648,done
1267,maintenance,Seeking to replace the broken light fixture in the reading nook.,2024-09-07,327100566,in progress
1268,maintenance,Seeking to replace the broken stapler in the reception area.,2024-07-29,206653354,in progress
1269,other,Request to create a resource guide for new patrons.,2024-09-19,228565115,waiting
1270,other,Request to host a library-sponsored writing contest.,2024-08-03,308370048,closed
1271,other,Request to develop a reading buddy system for kids.,2024-06-10,250628864,waiting
1272,maintenance,Looking to fix the squeaky floorboards in the auditorium.,2024-10-14,275573327,waiting
1273,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-09-23,265346940,in progress
1274,books,Requesting 'The Joy of Cooking' for the culinary arts section.,2024-01-27,343291431,closed
1275,other,Looking to develop a library outreach program for underserved communities.,2024-03-13,326674793,done
1276,other,Looking to organize a library open house event.,2024-03-09,359518008,in progress
1277,other,Need assistance with setting up a library-hosted open mic night.,2024-02-14,250985413,done
1278,maintenance,Requesting maintenance for the broken book scanner.,2024-05-02,367901899,in progress
1279,books,Request for 'Principles' by Ray Dalio for the finance section.,2024-01-16,329529051,waiting
1280,maintenance,Need to address the pest control issue in the archive room.,2024-02-17,301317277,in progress
1281,books,Looking for 'A Brief History of Time' by Stephen Hawking for the science section.,2024-07-13,268541885,closed
1282,maintenance,Request to replace the flickering lights in the computer lab.,2024-08-20,273665802,in progress
1283,maintenance,Requesting maintenance for the broken ceiling tiles in the archive room.,2024-03-11,255595993,waiting
1284,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-01-31,206257180,done
1285,room,Request to use the community hall for a neighborhood watch meeting.,2024-03-14,366132926,in progress
1286,room,Need a private room for a legal consultation session.,2024-08-07,261844724,done
1287,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-10-28,204469027,closed
1288,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-03-09,202809745,done
1289,room,Requesting the use of the gallery room for a photography exhibit.,2024-05-28,311029961,waiting
1290,room,Seeking to book the community room for a local charity event.,2024-08-27,335112132,waiting
1291,room,Requesting the use of the top floor conference room for a strategy meeting.,2024-03-03,394401277,in progress
1292,books,Request for 'The Power of Habit' by Charles Duhigg for the self-help section.,2024-05-13,253658694,done
