Book_id,Book_name,Publication_date,Category_id,Author_id,Language,Book_description
3516,C# Programming,2018-08-18,5172,1202,Spanish,"An introductory guide to C# programming, covering basic to intermediate concepts."
3517,C# for Advanced Users,2020-10-20,5172,1202,Hindi,This book covers advanced C# programming techniques and best practices.
3518,Go Programming,2019-01-22,5054,1203,Hindi,"An introductory guide to Go programming, covering basic to intermediate concepts."
3519,Go for Web Development,2021-03-15,5054,1203,Japanese,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3520,R for Beginners,2018-09-12,5144,1204,German,"An introductory guide to R programming, ideal for data analysis and statistics."
3521,R for Data Science,2020-12-10,5144,1204,French,A comprehensive guide to using R for data science applications.
3522,Scala Programming Basics,2019-04-20,5067,1205,French,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3523,Advanced Scala Programming,2021-02-12,5067,1205,Hindi,This book covers advanced Scala programming techniques and best practices.
3524,Dart Programming,2019-05-18,5122,1206,Hebrew,"An introductory guide to Dart programming, ideal for Flutter developers."
3525,Dart for Mobile Development,2021-06-22,5122,1206,French,This book covers Dart programming techniques for mobile development.
3526,Rust Programming Basics,2019-02-10,5164,1207,French,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3527,Advanced Rust Programming,2021-04-30,5164,1207,Spanish,This book covers advanced Rust programming techniques and best practices.
3528,TypeScript for Beginners,2018-08-18,5101,1208,German,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3529,TypeScript for Web Development,2020-12-18,5101,1208,French,This book covers TypeScript programming techniques for modern web development.
3530,Perl Programming,2019-03-12,5106,1209,Italian,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3531,Advanced Perl Programming,2021-05-22,5106,1209,Japanese,This book covers advanced Perl programming techniques and best practices.
3532,Shell Scripting Basics,2018-07-22,5170,1210,Spanish,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3533,Advanced Shell Scripting,2020-08-25,5170,1210,Chinese,This book covers advanced shell scripting techniques and best practices.
3534,SQL for Beginners,2019-02-20,5039,1211,Korean,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3535,Advanced SQL Programming,2020-12-15,5039,1211,Korean,This book covers advanced SQL programming techniques and best practices.
3536,HTML and CSS Basics,2018-06-20,5017,1212,Spanish,"An introductory guide to HTML and CSS, ideal for web developers."
3537,HTML and CSS for Modern Web Design,2020-11-25,5017,1212,French,This book covers HTML and CSS techniques for modern web design.
3538,Python for Beginners,2019-03-18,5159,1213,French,"An introductory guide to Python programming, covering basic to intermediate concepts."
3539,Python for Data Science,2021-02-25,5159,1213,Spanish,A comprehensive guide to using Python for data science applications.
3540,JavaScript for Beginners,2018-07-18,5160,1214,Chinese,"An introductory guide to JavaScript programming, ideal for web developers."
3541,JavaScript for Web Development,2020-10-20,5160,1214,German,This book covers JavaScript techniques and best practices for modern web development.
3542,Java for Beginners,2019-01-15,5096,1215,French,"An introductory guide to Java programming, ideal for beginners."
3543,Java for Enterprise Applications,2021-05-20,5096,1215,German,A comprehensive guide to using Java for enterprise-level application development.
3544,Swift Programming Basics,2018-10-22,5055,1216,French,"An introductory guide to Swift programming, ideal for iOS developers."
3545,Advanced Swift Programming,2020-06-28,5055,1216,Hebrew,This book covers advanced Swift programming techniques and best practices.
3546,Ruby Programming,2019-03-22,5009,1217,Hebrew,"An introductory guide to Ruby programming, ideal for beginners."
3547,Ruby on Rails for Web Development,2021-07-20,5009,1217,Hebrew,A comprehensive guide to building web applications using Ruby on Rails.
3548,PHP Basics,2018-07-28,5146,1218,Spanish,"An introductory guide to PHP programming, ideal for web developers."
3549,Advanced PHP Programming,2020-11-22,5146,1218,Japanese,This book covers advanced PHP programming techniques and best practices.
3550,Kotlin for Beginners,2019-04-22,5056,1219,Chinese,"An introductory guide to Kotlin programming, ideal for Android developers."
3551,Advanced Kotlin Programming,2021-08-12,5056,1219,Hindi,This book covers advanced Kotlin programming techniques and best practices.
3552,C# Programming,2018-09-20,5172,1220,Italian,"An introductory guide to C# programming, covering basic to intermediate concepts."
3553,C# for Web Development,2020-10-28,5172,1220,Hebrew,"A guide to using C# for web development, covering ASP.NET and MVC frameworks."
3554,Go Programming,2019-02-15,5054,1221,Chinese,"An introductory guide to Go programming, covering basic to intermediate concepts."
3555,Advanced Go Programming,2021-05-25,5054,1221,English,This book covers advanced Go programming techniques and best practices.
3556,R for Beginners,2018-08-20,5144,1222,Russian,"An introductory guide to R programming, ideal for data analysis and statistics."
3557,R for Data Science,2020-11-18,5144,1222,Chinese,A comprehensive guide to using R for data science applications.
3558,Scala Programming Basics,2019-03-15,5067,1223,Hebrew,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3559,Advanced Scala Programming,2021-07-12,5067,1223,French,This book covers advanced Scala programming techniques and best practices.
3560,Dart for Beginners,2019-05-18,5122,1224,Italian,"An introductory guide to Dart programming, ideal for Flutter developers."
3561,Advanced Dart Programming,2021-06-28,5122,1224,Hebrew,This book covers advanced Dart programming techniques and best practices.
3562,Rust Programming,2019-01-30,5164,1225,Hebrew,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3563,Advanced Rust Programming,2021-07-10,5164,1225,Hebrew,This book covers advanced Rust programming techniques and best practices.
3564,TypeScript for Beginners,2018-08-18,5101,1226,French,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3565,Advanced TypeScript Programming,2020-12-18,5101,1226,Chinese,This book covers advanced TypeScript programming techniques and best practices.
3566,Perl Programming,2019-03-12,5106,1227,English,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3567,Advanced Perl Programming,2021-05-22,5106,1227,Russian,This book covers advanced Perl programming techniques and best practices.
3568,Shell Scripting Basics,2018-07-22,5170,1228,Hindi,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3569,Advanced Shell Scripting,2020-08-25,5170,1228,Korean,This book covers advanced shell scripting techniques and best practices.
3570,SQL for Beginners,2019-02-20,5039,1229,German,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3571,Advanced SQL Programming,2020-12-15,5039,1229,German,This book covers advanced SQL programming techniques and best practices.
3572,HTML and CSS Basics,2018-10-10,5017,1230,Chinese,"An introductory guide to HTML and CSS, ideal for web developers."
3573,Responsive Web Design,2020-11-25,5017,1230,Hindi,This book covers HTML and CSS techniques for creating responsive web designs.
3574,JavaScript Essentials,2021-01-05,5160,1231,Italian,"An introductory guide to JavaScript programming, ideal for web developers."
3575,Python for Data Science,2020-12-15,5159,1232,Chinese,A comprehensive guide to using Python for data science applications.
3576,Java for Beginners,2019-09-30,5096,1233,German,"An introductory guide to Java programming, ideal for beginners."
3577,C++ for Advanced Users,2021-04-20,5019,1234,Japanese,This book covers advanced C++ programming techniques and best practices.
3578,Ruby on Rails,2020-05-18,5009,1235,German,A comprehensive guide to building web applications using Ruby on Rails.
3579,PHP for Web Development,2021-03-10,5146,1236,Hindi,This book covers PHP programming techniques for web development.
3580,Kotlin for Android Development,2019-07-22,5056,1237,Hindi,A comprehensive guide to using Kotlin for Android app development.
3581,Advanced C# Programming,2020-11-25,5172,1238,Russian,This book covers advanced C# programming techniques and best practices.
3582,Go for Web Development,2021-02-12,5054,1239,Italian,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3583,R for Statistical Analysis,2021-01-25,5144,1240,Hindi,This book covers R programming techniques for statistical analysis.
3584,Scala for Data Science,2020-11-20,5067,1241,Italian,This book covers Scala programming techniques for data science applications.
3585,Dart for Mobile Development,2021-04-12,5122,1242,Korean,This book covers Dart programming techniques for mobile development.
3586,Advanced Rust Programming,2020-10-18,5164,1243,Korean,This book covers advanced Rust programming techniques and best practices.
3587,TypeScript for Angular,2020-07-15,5101,1244,French,This book covers TypeScript programming techniques for Angular development.
3588,Perl for Data Processing,2020-09-30,5106,1245,Chinese,This book covers Perl programming techniques for data processing.
3589,Shell Scripting for Automation,2020-08-12,5170,1246,English,This book covers shell scripting techniques for automation.
3590,SQL for Data Management,2021-05-18,5039,1247,Italian,This book covers SQL programming techniques for data management.
3591,HTML and CSS for Responsive Design,2020-12-28,5017,1248,Korean,This book covers HTML and CSS techniques for creating responsive web designs.
3592,Python for Data Science,2021-01-10,5159,1249,German,A comprehensive guide to using Python for data science applications.
3593,JavaScript for Modern Web Development,2020-11-05,5160,1250,Italian,This book covers JavaScript techniques and best practices for modern web development.
3594,Advanced Java Programming,2021-03-20,5096,1251,Spanish,This book covers advanced Java programming techniques and best practices.
3595,C++ for Game Development,2020-08-25,5019,1252,Hindi,This book covers C++ programming techniques for game development.
3596,Ruby for Web Applications,2020-09-10,5009,1253,Korean,This book covers Ruby programming techniques for web applications using Ruby on Rails.
3597,Advanced PHP Programming,2020-07-18,5146,1254,German,This book covers advanced PHP programming techniques and best practices.
3598,Kotlin for Mobile Development,2021-04-22,5056,1255,Spanish,This book covers Kotlin programming techniques for mobile development.
3599,Advanced C# Programming,2020-10-10,5172,1256,Hindi,This book covers advanced C# programming techniques and best practices.
3600,Go Programming for Web,2021-06-15,5054,1257,German,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3601,R for Data Analysis,2020-12-05,5144,1258,German,This book covers R programming techniques for data analysis.
3602,Scala for Developers,2021-01-12,5067,1259,Korean,This book covers Scala programming techniques for developers.
3603,Dart for Mobile Apps,2020-07-30,5122,1260,Italian,This book covers Dart programming techniques for mobile app development.
3604,Rust Programming Techniques,2020-08-22,5164,1261,German,This book covers Rust programming techniques and best practices.
3605,TypeScript for Web Development,2021-03-18,5101,1262,English,This book covers TypeScript programming techniques for modern web development.
3606,Advanced Perl Programming,2020-10-05,5106,1263,Japanese,This book covers advanced Perl programming techniques and best practices.
3607,Shell Scripting for Beginners,2021-05-10,5170,1264,German,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3608,SQL for Data Scientists,2021-04-25,5039,1265,Chinese,This book covers SQL programming techniques for data scientists.
3609,HTML and CSS for Beginners,2020-11-18,5017,1266,Russian,"An introductory guide to HTML and CSS, ideal for web developers."
3610,Python for Machine Learning,2020-12-28,5159,1267,Hebrew,This book covers Python programming techniques for machine learning applications.
3611,JavaScript for Advanced Users,2021-01-12,5160,1268,Chinese,This book covers advanced JavaScript programming techniques and best practices.
3612,Java for Web Development,2020-09-25,5096,1269,Japanese,This book covers Java programming techniques for web development.
3613,C++ for Embedded Systems,2020-11-20,5019,1270,German,This book covers C++ programming techniques for embedded systems.
3614,Ruby on Rails for Web Development,2021-03-05,5009,1271,French,A comprehensive guide to building web applications using Ruby on Rails.
3615,Advanced PHP Techniques,2020-10-15,5146,1272,Russian,This book covers advanced PHP programming techniques and best practices.
3616,Kotlin for Beginners,2020-06-18,5056,1273,Italian,"An introductory guide to Kotlin programming, ideal for Android developers."
3617,C# for Unity Development,2021-02-25,5172,1274,Korean,This book covers C# programming techniques for Unity game development.
3618,Go Programming for Web,2021-06-15,5054,1275,Chinese,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3619,R Programming for Data Science,2020-12-18,5144,1276,Spanish,This book covers R programming techniques for data science applications.
3620,Scala for Developers,2021-01-22,5067,1277,French,This book covers Scala programming techniques for developers.
3621,Dart for Mobile Apps,2020-11-30,5122,1278,English,This book covers Dart programming techniques for mobile app development.
3622,Rust Programming Techniques,2021-05-20,5164,1279,Chinese,This book covers Rust programming techniques and best practices.
3623,TypeScript for Angular,2021-04-18,5101,1280,Korean,This book covers TypeScript programming techniques for Angular development.
3624,Advanced Perl Programming,2020-11-22,5106,1281,Hebrew,This book covers advanced Perl programming techniques and best practices.
3625,Shell Scripting for Automation,2020-12-10,5170,1282,German,This book covers shell scripting techniques for automation.
3626,SQL for Data Management,2021-03-28,5039,1283,Spanish,This book covers SQL programming techniques for data management.
3627,HTML and CSS for Beginners,2020-07-15,5017,1284,Hindi,"An introductory guide to HTML and CSS, ideal for web developers."
3628,Python for Machine Learning,2021-04-22,5159,1285,Japanese,This book covers Python programming techniques for machine learning applications.
3629,JavaScript for Advanced Users,2020-12-28,5160,1286,German,This book covers advanced JavaScript programming techniques and best practices.
3630,Java for Web Development,2021-05-20,5096,1287,Spanish,This book covers Java programming techniques for web development.
3631,C++ for Embedded Systems,2021-03-10,5019,1288,Hebrew,This book covers C++ programming techniques for embedded systems.
3632,Ruby on Rails for Web Applications,2020-11-18,5009,1289,English,A comprehensive guide to building web applications using Ruby on Rails.
3633,Advanced PHP Programming,2020-09-25,5146,1290,English,This book covers advanced PHP programming techniques and best practices.
3634,Kotlin for Mobile Apps,2021-01-18,5056,1291,Chinese,This book covers Kotlin programming techniques for mobile app development.
3635,Advanced C# Programming,2021-04-25,5172,1292,English,This book covers advanced C# programming techniques and best practices.
3636,Go Programming for Web Development,2020-11-12,5054,1293,Japanese,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3637,R for Data Science,2020-08-15,5144,1294,Korean,A comprehensive guide to using R for data science applications.
3638,Scala for Developers,2021-03-22,5067,1295,Chinese,This book covers Scala programming techniques for developers.
3639,Dart for Mobile Development,2021-02-10,5122,1296,Russian,This book covers Dart programming techniques for mobile development.
3640,Rust Programming Techniques,2021-04-05,5164,1297,Chinese,This book covers Rust programming techniques and best practices.
3641,TypeScript for Modern Web Development,2020-12-22,5101,1298,Italian,This book covers TypeScript programming techniques for modern web development.
3642,Perl for Data Processing,2020-10-12,5106,1299,Chinese,This book covers Perl programming techniques for data processing.
3643,Shell Scripting for Beginners,2021-03-20,5170,1300,German,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3644,SQL for Data Management,2021-05-12,5039,1301,Korean,This book covers SQL programming techniques for data management.
3645,HTML and CSS for Beginners,2020-08-18,5017,1302,Hindi,"An introductory guide to HTML and CSS, ideal for web developers."
3646,Python for Data Science,2021-02-25,5159,1303,Russian,A comprehensive guide to using Python for data science applications.
3647,JavaScript for Modern Web Development,2020-11-10,5160,1304,Spanish,This book covers JavaScript techniques and best practices for modern web development.
3648,Advanced Java Programming,2021-04-15,5096,1305,French,This book covers advanced Java programming techniques and best practices.
3649,C++ for Embedded Systems,2021-03-10,5019,1306,Japanese,This book covers C++ programming techniques for embedded systems.
3650,Ruby for Web Applications,2020-09-10,5009,1307,Hebrew,This book covers Ruby programming techniques for web applications using Ruby on Rails.
3651,Advanced PHP Programming,2021-05-22,5146,1308,Italian,This book covers advanced PHP programming techniques and best practices.
3652,Kotlin for Mobile Development,2021-02-10,5056,1309,Chinese,This book covers Kotlin programming techniques for mobile development.
3653,Advanced C# Programming,2021-01-25,5172,1310,English,This book covers advanced C# programming techniques and best practices.
3654,Go for Web Development,2021-06-15,5054,1311,German,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3655,R for Data Analysis,2020-11-10,5144,1312,Spanish,This book covers R programming techniques for data analysis.
3656,Scala for Developers,2021-03-22,5067,1313,Spanish,This book covers Scala programming techniques for developers.
3657,Dart for Mobile Development,2021-02-10,5122,1314,English,This book covers Dart programming techniques for mobile development.
3658,Rust Programming Techniques,2021-04-05,5164,1315,Korean,This book covers Rust programming techniques and best practices.
3659,TypeScript for Angular,2020-12-22,5101,1316,Hebrew,This book covers TypeScript programming techniques for Angular development.
3660,Perl for Data Processing,2020-10-12,5106,1317,Chinese,This book covers Perl programming techniques for data processing.
3661,Shell Scripting for Beginners,2021-03-20,5170,1318,Chinese,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3662,SQL for Data Management,2021-05-12,5039,1319,German,This book covers SQL programming techniques for data management.
3663,HTML and CSS for Responsive Design,2020-08-18,5017,1320,Hindi,This book covers HTML and CSS techniques for creating responsive web designs.
3664,Python for Machine Learning,2021-02-25,5159,1321,Japanese,This book covers Python programming techniques for machine learning applications.
3665,JavaScript for Advanced Users,2020-11-10,5160,1322,German,This book covers advanced JavaScript programming techniques and best practices.
3666,Java for Web Development,2021-05-20,5096,1323,Japanese,This book covers Java programming techniques for web development.
3667,C++ for Embedded Systems,2021-03-10,5019,1324,Italian,This book covers C++ programming techniques for embedded systems.
3668,Ruby on Rails for Web Applications,2020-09-10,5009,1325,Hindi,A comprehensive guide to building web applications using Ruby on Rails.
3669,Advanced PHP Programming,2021-05-22,5146,1326,Russian,This book covers advanced PHP programming techniques and best practices.
3670,Kotlin for Mobile Development,2021-02-10,5056,1327,Chinese,This book covers Kotlin programming techniques for mobile development.
3671,Advanced C# Programming,2021-01-25,5172,1328,Japanese,This book covers advanced C# programming techniques and best practices.
3672,Go Programming for Web,2021-06-15,5054,1329,English,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3673,R for Data Analysis,2020-11-10,5144,1330,English,This book covers R programming techniques for data analysis.
3674,Scala for Developers,2021-03-22,5067,1331,German,This book covers Scala programming techniques for developers.
3675,Dart for Mobile Development,2021-02-10,5122,1332,French,This book covers Dart programming techniques for mobile development.
3676,Rust Programming Techniques,2021-04-05,5164,1333,Spanish,This book covers Rust programming techniques and best practices.
3677,TypeScript for Angular,2020-12-22,5101,1334,German,This book covers TypeScript programming techniques for Angular development.
3678,Perl for Data Processing,2020-10-12,5106,1335,Hebrew,This book covers Perl programming techniques for data processing.
3679,Shell Scripting for Beginners,2021-03-20,5170,1336,Korean,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3680,SQL for Data Management,2021-05-12,5039,1337,Chinese,This book covers SQL programming techniques for data management.
3681,HTML and CSS for Responsive Design,2020-08-18,5017,1338,Japanese,This book covers HTML and CSS techniques for creating responsive web designs.
3682,Python for Machine Learning,2021-02-25,5159,1339,German,This book covers Python programming techniques for machine learning applications.
3683,JavaScript for Advanced Users,2020-11-10,5160,1340,Italian,This book covers advanced JavaScript programming techniques and best practices.
3684,Java for Web Development,2021-05-20,5096,1341,Korean,This book covers Java programming techniques for web development.
3685,C++ for Embedded Systems,2021-03-10,5019,1342,Italian,This book covers C++ programming techniques for embedded systems.
3686,Ruby on Rails for Web Applications,2020-09-10,5009,1343,English,A comprehensive guide to building web applications using Ruby on Rails.
3687,Advanced PHP Programming,2021-05-22,5146,1344,Spanish,This book covers advanced PHP programming techniques and best practices.
3688,Kotlin for Mobile Development,2021-02-10,5056,1345,Hebrew,This book covers Kotlin programming techniques for mobile development.
3689,Advanced C# Programming,2021-01-25,5172,1346,Hebrew,This book covers advanced C# programming techniques and best practices.
3690,Go Programming for Web,2021-06-15,5054,1347,Korean,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3691,R for Data Analysis,2020-11-10,5144,1348,Korean,This book covers R programming techniques for data analysis.
3692,Scala for Developers,2021-03-22,5067,1349,Korean,This book covers Scala programming techniques for developers.
3693,Dart for Mobile Development,2021-02-10,5122,1350,Russian,This book covers Dart programming techniques for mobile development.
3694,Rust Programming Techniques,2021-04-05,5164,1351,Japanese,This book covers Rust programming techniques and best practices.
3695,TypeScript for Angular,2020-12-22,5101,1352,French,This book covers TypeScript programming techniques for Angular development.
3696,Perl for Data Processing,2020-10-12,5106,1353,French,This book covers Perl programming techniques for data processing.
3697,Shell Scripting for Beginners,2021-03-20,5170,1354,Korean,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3698,SQL for Data Management,2021-05-12,5039,1355,Chinese,This book covers SQL programming techniques for data management.
3699,HTML and CSS for Responsive Design,2020-08-18,5017,1356,French,This book covers HTML and CSS techniques for creating responsive web designs.
3700,Python for Machine Learning,2021-02-25,5159,1357,Hebrew,This book covers Python programming techniques for machine learning applications.
3701,JavaScript for Advanced Users,2020-11-10,5160,1358,Hebrew,This book covers advanced JavaScript programming techniques and best practices.
3702,Java for Web Development,2021-05-20,5096,1359,Korean,This book covers Java programming techniques for web development.
3703,C++ for Embedded Systems,2021-03-10,5019,1360,German,This book covers C++ programming techniques for embedded systems.
3704,Ruby on Rails for Web Applications,2020-09-10,5009,1361,Korean,A comprehensive guide to building web applications using Ruby on Rails.
3705,Advanced PHP Programming,2021-05-22,5146,1362,Chinese,This book covers advanced PHP programming techniques and best practices.
3706,Kotlin for Mobile Development,2021-02-10,5056,1363,French,This book covers Kotlin programming techniques for mobile development.
3707,Advanced C# Programming,2021-01-25,5172,1364,Hindi,This book covers advanced C# programming techniques and best practices.
3708,Go Programming for Web,2021-06-15,5054,1365,Korean,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3709,R for Data Analysis,2020-11-10,5144,1366,Italian,This book covers R programming techniques for data analysis.
3710,Scala for Developers,2021-03-22,5067,1367,Hebrew,This book covers Scala programming techniques for developers.
3711,Dart for Mobile Development,2021-02-10,5122,1368,Japanese,This book covers Dart programming techniques for mobile development.
3712,Rust Programming Techniques,2021-04-05,5164,1369,Chinese,This book covers Rust programming techniques and best practices.
3713,TypeScript for Angular,2020-12-22,5101,1370,Chinese,This book covers TypeScript programming techniques for Angular development.
3714,Perl for Data Processing,2020-10-12,5106,1371,Hindi,This book covers Perl programming techniques for data processing.
3715,Shell Scripting for Beginners,2021-03-20,5170,1372,Chinese,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3716,SQL for Data Management,2021-05-12,5039,1373,Korean,This book covers SQL programming techniques for data management.
3717,HTML and CSS for Responsive Design,2020-08-18,5017,1374,Korean,This book covers HTML and CSS techniques for creating responsive web designs.
3718,Python for Machine Learning,2021-02-25,5159,1375,Italian,This book covers Python programming techniques for machine learning applications.
3719,JavaScript for Advanced Users,2020-11-10,5160,1376,French,This book covers advanced JavaScript programming techniques and best practices.
3720,Java for Web Development,2021-05-20,5096,1377,Korean,This book covers Java programming techniques for web development.
3721,C++ for Embedded Systems,2021-03-10,5019,1378,Chinese,This book covers C++ programming techniques for embedded systems.
3722,Ruby on Rails for Web Applications,2020-09-10,5009,1379,Chinese,A comprehensive guide to building web applications using Ruby on Rails.
3723,Advanced PHP Programming,2021-05-22,5146,1380,Chinese,This book covers advanced PHP programming techniques and best practices.
3724,Kotlin for Mobile Development,2021-02-10,5056,1381,Hebrew,This book covers Kotlin programming techniques for mobile development.
3725,Advanced C# Programming,2021-01-25,5172,1382,English,This book covers advanced C# programming techniques and best practices.
3726,Go Programming for Web,2021-06-15,5054,1383,Spanish,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3727,R for Data Analysis,2020-11-10,5144,1384,Hebrew,This book covers R programming techniques for data analysis.
3728,Scala for Developers,2021-03-22,5067,1385,Italian,This book covers Scala programming techniques for developers.
3729,Dart for Mobile Development,2021-02-10,5122,1386,Italian,This book covers Dart programming techniques for mobile development.
3730,Rust Programming Techniques,2021-04-05,5164,1387,Spanish,This book covers Rust programming techniques and best practices.
3731,TypeScript for Angular,2020-12-22,5101,1388,German,This book covers TypeScript programming techniques for Angular development.
3732,Perl for Data Processing,2020-10-12,5106,1389,Japanese,This book covers Perl programming techniques for data processing.
3733,Shell Scripting for Beginners,2021-03-20,5170,1390,French,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3734,SQL for Data Management,2021-05-12,5039,1391,French,This book covers SQL programming techniques for data management.
3735,HTML and CSS for Responsive Design,2020-08-18,5017,1392,Hindi,This book covers HTML and CSS techniques for creating responsive web designs.
3736,Python for Machine Learning,2021-02-25,5159,1393,French,This book covers Python programming techniques for machine learning applications.
3737,JavaScript for Advanced Users,2020-11-10,5160,1394,German,This book covers advanced JavaScript programming techniques and best practices.
3738,Java for Web Development,2021-05-20,5096,1395,English,This book covers Java programming techniques for web development.
3739,C++ for Embedded Systems,2021-03-10,5019,1396,Hebrew,This book covers C++ programming techniques for embedded systems.
3740,Ruby on Rails for Web Applications,2020-09-10,5009,1397,Chinese,A comprehensive guide to building web applications using Ruby on Rails.
3741,Advanced PHP Programming,2021-05-22,5146,1398,German,This book covers advanced PHP programming techniques and best practices.
3742,Kotlin for Mobile Development,2021-02-10,5056,1399,German,This book covers Kotlin programming techniques for mobile development.
3743,Advanced C# Programming,2021-01-25,5172,1400,Korean,This book covers advanced C# programming techniques and best practices.
